method_variant,episode,alpha_0,alpha_1,alpha_2,qp_status,critical_rows,asd,asd_threshold,converged,restore_steps_cumulative
Uniform-Equal-H,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,1,nan,0.02,False,5
Uniform-Equal-H,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,4,nan,0.02,False,7
Uniform-Equal-H,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,5,nan,0.02,False,9
Uniform-Equal-H,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,7,nan,0.02,False,14
Uniform-Equal-H,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,7,nan,0.02,False,19
Uniform-Equal-H,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,8,nan,0.02,False,21
Uniform-Equal-H,7,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,11,nan,0.02,False,21
Uniform-Equal-H,8,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,11,nan,0.02,False,25
Uniform-Equal-H,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,15,nan,0.02,False,28
Uniform-Equal-H,10,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,16,nan,0.02,False,33
Uniform-Equal-H,11,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,17,0.0,0.02,False,38
Uniform-Equal-H,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,24,0.0,0.02,False,38
Uniform-Equal-H,13,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,25,0.0,0.02,False,38
Uniform-Equal-H,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,28,0.0,0.02,False,39
Uniform-Equal-H,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,33,0.0,0.02,False,41
Uniform-Equal-H,16,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,35,0.0,0.02,False,43
Uniform-Equal-H,17,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,39,0.0,0.02,False,43
Uniform-Equal-H,18,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,46,0.0,0.02,False,43
Uniform-Equal-H,19,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,49,0.0,0.02,False,44
Uniform-Equal-H,20,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,51,0.0,0.02,True,44
Uniform-Equal-H,21,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,52,0.0,0.02,True,48
Uniform-Equal-H,22,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,52,0.0,0.02,True,51
Uniform-Equal-H,23,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,53,0.0,0.02,True,51
Uniform-Equal-H,24,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,57,0.0,0.02,True,52
Uniform-Equal-H,25,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,59,0.0,0.02,True,55
Uniform-Equal-H,26,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,59,0.0,0.02,True,60
Uniform-Equal-H,27,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,61,0.0,0.02,True,66
Uniform-Equal-H,28,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,61,0.0,0.02,True,70
Uniform-Equal-H,29,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,61,0.0,0.02,True,72
Uniform-Equal-H,30,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,67,0.0,0.02,True,73
Uniform-Equal-H,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,69,0.0,0.02,True,77
Uniform-Equal-H,32,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,69,0.0,0.02,True,78
Uniform-Equal-H,33,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,72,0.0,0.02,True,81
Uniform-Equal-H,34,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,76,0.0,0.02,True,81
Uniform-Equal-H,35,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,76,0.0,0.02,True,85
Uniform-Equal-H,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,77,0.0,0.02,True,85
Uniform-Equal-H,37,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,79,0.0,0.02,True,90
Uniform-Equal-H,38,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,79,0.0,0.02,True,95
Uniform-Equal-H,39,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,79,0.0,0.02,True,101
