protocol,variant,target_sut,executions,collisions,critical_events,first_collision_budget,first_collision_censored,invalid_executions,empty_filters,candidate_attempts,precheck_passed,unique_candidates,sem_above_threshold,duplicate_executions,duplicate_execution_ratio,simulation_seconds,simulation_wall_seconds,candidate_generation_seconds,sem_inference_seconds,collisions_per_simulation_minute,wall_seconds
paper_nm,RMS-H,SUT-B,20,2,3,7,False,0,0,24,24,24,0,0,0.0,129.4,5.118056900028023,0.0016415999853052199,1.799970050342381e-06,0.9273570324574961,5.30538649999653
paper_nm,2SMS-H,SUT-B,20,1,1,10,False,0,0,24,24,24,0,0,0.0,134.40000000000003,5.419097400066676,0.0018798999954015017,2.5999906938523054e-06,0.4464285714285713,5.6258480999968015
paper_nm,RMS+SEM-H,SUT-B,20,15,17,1,False,0,0,1600,1600,1600,382,0,0.0,59.80000000000001,2.7477990999468602,0.0865936999762198,0.5158916999935172,15.050167224080266,3.603793100002804
paper_nm,2SMS+SEM-H,SUT-B,20,17,18,1,False,0,0,1700,1700,1700,396,0,0.0,50.00000000000001,2.3334488999826135,0.09527670001261868,0.5435235999757424,20.399999999999995,3.222135600008187
matched_nm100,RMS-H,SUT-B,20,1,2,19,False,0,0,800,800,800,0,0,0.0,134.8,6.461929600030999,0.04396109998924658,2.0000006770715117e-05,0.4451038575667655,6.724238700000569
matched_nm100,2SMS-H,SUT-B,20,1,1,11,False,0,0,700,700,700,0,0,0.0,134.40000000000003,6.328480099953595,0.04135210001550149,3.1999952625483274e-06,0.4464285714285713,6.579116500011878
matched_nm100,RMS+SEM-H,SUT-B,20,16,18,1,False,0,0,1800,1800,1800,446,0,0.0,54.60000000000001,2.589842700122972,0.09336159999656957,0.5912232999980915,17.58241758241758,3.5276153000013437
matched_nm100,2SMS+SEM-H,SUT-B,20,15,16,1,False,0,0,1600,1600,1600,457,0,0.0,60.80000000000001,3.0628713000187417,0.08108740000170656,0.5310922999633476,14.802631578947366,3.93390809999255
