task,protocol,method,target_sut,repeat,budget,metric,value,candidate_count,target_feedback
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,17,10,recall,0.36,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,17,20,collision_count,16.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,17,20,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,17,20,recall,0.64,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,5,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,5,precision,0.4,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,5,recall,0.08,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,10,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,10,precision,0.3,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,10,recall,0.12,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,20,collision_count,4.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,20,precision,0.2,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,17,20,recall,0.16,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,5,collision_count,4.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,5,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,5,recall,0.16,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,10,collision_count,8.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,10,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,10,recall,0.32,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,20,collision_count,16.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,20,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,17,20,recall,0.64,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,5,collision_count,3.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,5,precision,0.6,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,5,recall,0.06382978723404255,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,10,collision_count,7.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,10,precision,0.7,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,10,recall,0.14893617021276595,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,20,collision_count,14.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,20,precision,0.7,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,18,20,recall,0.2978723404255319,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,5,precision,0.2,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,5,recall,0.02127659574468085,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,10,collision_count,3.0,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,10,precision,0.3,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,10,recall,0.06382978723404255,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,20,collision_count,4.0,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,20,precision,0.2,192,none
failure_discovery,shared_pool_static,Random,SUT-D,18,20,recall,0.0851063829787234,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,5,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,5,precision,0.4,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,5,recall,0.0425531914893617,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,10,collision_count,6.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,10,precision,0.6,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,10,recall,0.1276595744680851,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,20,collision_count,11.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,20,precision,0.55,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,18,20,recall,0.23404255319148937,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,5,collision_count,4.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,5,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,5,recall,0.16,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,10,collision_count,8.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,10,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,10,recall,0.32,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,20,collision_count,13.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,20,precision,0.65,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,18,20,recall,0.52,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,5,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,5,precision,0.2,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,5,recall,0.04,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,10,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,10,precision,0.1,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,10,recall,0.04,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,20,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,20,precision,0.15,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,18,20,recall,0.12,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,5,collision_count,4.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,5,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,5,recall,0.16,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,10,collision_count,8.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,10,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,10,recall,0.32,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,20,collision_count,16.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,20,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,18,20,recall,0.64,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,5,collision_count,5.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,5,precision,1.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,5,recall,0.10638297872340426,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,10,collision_count,8.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,10,precision,0.8,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,10,recall,0.1702127659574468,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,20,collision_count,17.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,20,precision,0.85,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-D,19,20,recall,0.3617021276595745,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,5,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,5,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,5,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,10,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,10,precision,0.2,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,10,recall,0.0425531914893617,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,20,collision_count,4.0,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,20,precision,0.2,192,none
failure_discovery,shared_pool_static,Random,SUT-D,19,20,recall,0.0851063829787234,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,5,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,5,precision,0.4,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,5,recall,0.0425531914893617,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,10,collision_count,6.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,10,precision,0.6,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,10,recall,0.1276595744680851,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,20,collision_count,11.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,20,precision,0.55,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-D,19,20,recall,0.23404255319148937,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,5,collision_count,5.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,5,precision,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,5,recall,0.2,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,10,collision_count,8.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,10,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,10,recall,0.32,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,20,collision_count,13.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,20,precision,0.65,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-D,19,20,recall,0.52,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,5,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,5,precision,0.6,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,5,recall,0.12,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,10,collision_count,4.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,10,precision,0.4,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,10,recall,0.16,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,20,collision_count,6.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,20,precision,0.3,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-D,19,20,recall,0.24,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,5,collision_count,4.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,5,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,5,recall,0.16,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,10,collision_count,8.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,10,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,10,recall,0.32,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,20,collision_count,16.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,20,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-D,19,20,recall,0.64,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,5,precision,0.2,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,5,recall,0.06666666666666667,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,10,collision_count,3.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,10,precision,0.3,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,10,recall,0.2,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,20,collision_count,8.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,20,precision,0.4,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-E,0,20,recall,0.5333333333333333,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,5,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,5,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,5,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,10,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,10,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,10,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,20,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,20,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-E,0,20,recall,0.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,5,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,5,recall,0.06666666666666667,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,10,collision_count,3.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,10,precision,0.3,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,10,recall,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,20,collision_count,6.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,20,precision,0.3,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-E,0,20,recall,0.4,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,5,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,5,precision,0.2,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,5,recall,0.2,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,10,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,10,precision,0.2,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,10,recall,0.4,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,20,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,20,precision,0.15,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-E,0,20,recall,0.6,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-E,0,5,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-E,0,5,precision,0.0,192,none
